Approach,Rank,Chkpt ID,Chunk Size,Uncompressed Size,Compressed Size,Max Memory Usage,Compression Throughput,Compression Ratio,Compression Runtime
TreeLowOffset,0,1,512,3489621044,194913376,5221908480,48007964794.70164,17.903445702977304,0.072688377
TreeLowOffset,0,1,512,3489621044,194913376,5192548352,48311281208.66964,17.903445702977304,0.072232012
TreeLowOffset,0,1,512,3489621044,194913376,5192548352,48638471028.44281,17.903445702977304,0.071746109
TreeLowOffset,0,1,1024,3489621044,286006268,4819255296,33879024902.379704,12.201204779190364,0.103002405
TreeLowOffset,0,1,1024,3489621044,286006268,4819255296,34187671964.172676,12.201204779190364,0.10207249700000001
TreeLowOffset,0,1,1024,3489621044,286006268,4819255296,34356748336.111015,12.201204779190364,0.10157017800000001
TreeLowOffset,0,1,2048,3489621044,409757040,4672454656,25136470337.173794,8.516317484136453,0.138827011
TreeLowOffset,0,1,2048,3489621044,409757040,4672454656,24969833623.315388,8.516317484136453,0.139753476
TreeLowOffset,0,1,2048,3489621044,409757040,4672454656,25197926613.647552,8.516317484136453,0.13848842
TreeLowOffset,0,1,4096,3489621044,565277704,4693426176,18486675561.012337,6.173286190675584,0.18876412
TreeLowOffset,0,1,4096,3489621044,565277704,4693426176,18296343846.71179,6.173286190675584,0.19072778
TreeLowOffset,0,1,4096,3489621044,565277704,4697620480,17988251025.312782,6.173286190675584,0.19399446
Full,0,2,32,3489621044,3489621044,4007657472,3426001101.1636796,1.0,1.0185697379999998
Full,0,2,32,3489621044,3489621044,4007657472,3435076406.945055,1.0,1.015878726
Full,0,2,32,3489621044,3489621044,4007657472,3398808623.078447,1.0,1.026718898
Full,0,2,64,3489621044,3489621044,4007657472,3404157966.3873367,1.0,1.025105497
Full,0,2,64,3489621044,3489621044,4007657472,3295237716.062491,1.0,1.058989167
Full,0,2,64,3489621044,3489621044,4007657472,3480062485.1343937,1.0,1.002746663
Full,0,2,128,3489621044,3489621044,4007657472,3395203863.8868217,1.0,1.027808987
Full,0,2,128,3489621044,3489621044,4007657472,3436563435.9377317,1.0,1.0154391470000002
Full,0,2,128,3489621044,3489621044,4007657472,3413112772.931119,1.0,1.022415981
Full,0,2,256,3489621044,3489621044,4007657472,3359938981.0414677,1.0,1.0385965529999999
Full,0,2,256,3489621044,3489621044,4007657472,3360002163.267577,1.0,1.038577023
Full,0,2,256,3489621044,3489621044,4007657472,3339838652.0431237,1.0,1.044847194
Full,0,2,512,3489621044,3489621044,4007657472,2972632659.4299483,1.0,1.173916001
Full,0,2,512,3489621044,3489621044,4007657472,3436708138.312944,1.0,1.015396392
Full,0,2,512,3489621044,3489621044,4007657472,3413036241.19617,1.0,1.022438907
Full,0,2,1024,3489621044,3489621044,4007657472,3438054093.53177,1.0,1.014998877
Full,0,2,1024,3489621044,3489621044,4007657472,3399339293.6469793,1.0,1.026558617
Full,0,2,1024,3489621044,3489621044,4007657472,3415473749.0689216,1.0,1.021709227
Full,0,2,2048,3489621044,3489621044,4007657472,3441885951.0962186,1.0,1.013868877
Full,0,2,2048,3489621044,3489621044,4007657472,3437452843.4177213,1.0,1.015176412
Full,0,2,2048,3489621044,3489621044,4007657472,3420439129.296361,1.0,1.020226033
Full,0,2,4096,3489621044,3489621044,4007657472,3369410764.8301573,1.0,1.035676944
Full,0,2,4096,3489621044,3489621044,4007657472,3413341784.4203134,1.0,1.0223473840000001
Full,0,2,4096,3489621044,3489621044,4007657472,3389109830.779172,1.0,1.0296571129999998
Basic,0,2,32,3489621044,123627020,9693036544,16211088449.564144,28.227009305894455,0.215261366
Basic,0,2,32,3489621044,123627020,9693036544,16756792115.312275,28.227009305894455,0.20825113899999997
Basic,0,2,32,3489621044,123627020,9693036544,16752544594.211708,28.227009305894455,0.20830394
Basic,0,2,64,3489621044,137061172,8596226048,26624680890.673218,25.46031814174185,0.13106715
Basic,0,2,64,3489621044,137061172,8596226048,26572738744.27312,25.46031814174185,0.13132334899999998
Basic,0,2,64,3489621044,137061172,8596226048,26635577389.330875,25.46031814174185,0.13101353100000002
Basic,0,2,128,3489621044,162582188,8046772224,33577433891.265503,21.463735277077216,0.103927568
Basic,0,2,128,3489621044,162582188,8046772224,34251253513.62534,21.463735277077216,0.10188301699999999
Basic,0,2,128,3489621044,162582188,8046772224,34979582175.33999,21.463735277077216,0.099761656
Basic,0,2,256,3489621044,203514252,7772045312,33257116492.53595,17.146814091427856,0.10492855100000001
Basic,0,2,256,3489621044,203514252,7772045312,38449804846.049934,17.146814091427856,0.090757835
Basic,0,2,256,3489621044,203514252,7772045312,38520236679.02281,17.146814091427856,0.09059189
Basic,0,2,512,3489621044,264336512,7633633280,33054716953.358593,13.201434102300631,0.105571046
Basic,0,2,512,3489621044,264336512,7633633280,33887803612.58356,13.201434102300631,0.10297572199999999
Basic,0,2,512,3489621044,264336512,7633633280,34127369604.93925,13.201434102300631,0.102252857
Basic,0,2,1024,3489621044,348893980,7566524416,28839645274.832863,10.001952581698314,0.121000831
Basic,0,2,1024,3489621044,348893980,7566524416,27575181478.029186,10.001952581698314,0.126549341
Basic,0,2,1024,3489621044,348893980,7566524416,28223853993.358067,10.001952581698314,0.123640841
Basic,0,2,2048,3489621044,458338856,7532969984,22687781259.484272,7.613626901403271,0.153810591
Basic,0,2,2048,3489621044,458338856,7532969984,22629325556.26588,7.613626901403271,0.154207912
Basic,0,2,2048,3489621044,458338856,7532969984,22572289098.722576,7.613626901403271,0.15459757
Basic,0,2,4096,3489621044,588358232,7516192768,17853096373.38093,5.931116204727463,0.19546307100000002
Basic,0,2,4096,3489621044,588358232,7516192768,17762178005.329823,5.931116204727463,0.196463578
Basic,0,2,4096,3489621044,588358232,7516192768,17950551662.094753,5.931116204727463,0.194401883
